model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Focus,2018,14250,Manual,13535.0,Petrol,145.0,57.7,1.0
 Fiesta,2016,7300,Manual,62206.0,Petrol,0.0,65.7,1.0
 EcoSport,2017,11000,Manual,18494.0,Diesel,145.0,64.2,1.5
 Fiesta,2018,10000,Manual,18522.0,Petrol,145.0,64.2,1.1
 Fiesta,2016,10000,Manual,19930.0,Petrol,0.0,65.7,1.0
 Focus,2017,11250,Manual,20309.0,Petrol,145.0,60.1,1.0
 EcoSport,2018,14250,Semi-Auto,25860.0,Petrol,145.0,48.7,1.0
 EcoSport,2018,14500,Manual,13580.0,Petrol,145.0,54.3,1.0
 Focus,2019,18500,Manual,4417.0,Petrol,145.0,60.1,1.0
 EcoSport,2019,17500,Manual,4455.0,Diesel,145.0,58.9,1.5
 Focus,2018,14600,Manual,7119.0,Diesel,145.0,80.7,1.5
 B-MAX,2016,9500,Manual,23288.0,Diesel,0.0,74.4,1.5
 Kuga,2019,20400,Manual,1996.0,Diesel,145.0,47.9,2.0
 Focus,2019,16500,Manual,5085.0,Diesel,145.0,61.4,1.5
 Kuga,2019,17500,Manual,18256.0,Diesel,145.0,38.2,2.0
 Galaxy,2017,19200,Manual,40206.0,Diesel,125.0,56.5,2.0
 Fiesta,2018,10600,Manual,32868.0,Petrol,145.0,65.7,1.0
 B-MAX,2016,9500,Manual,14909.0,Petrol,145.0,47.1,1.4
 B-MAX,2016,9400,Manual,13488.0,Diesel,0.0,74.3,1.5
 Fiesta,2018,11186,Manual,31701.0,Petrol,145.0,65.7,1.0
 EcoSport,2017,9750,Manual,39028.0,Diesel,30.0,64.2,1.5
 Fiesta,2015,9000,Manual,23326.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,9500,Manual,28530.0,Petrol,20.0,62.8,1.0
 Fiesta,2019,11250,Manual,17073.0,Petrol,145.0,58.9,1.0
 Focus,2019,14750,Manual,12648.0,Petrol,145.0,58.9,1.0
 EcoSport,2018,14500,Manual,7431.0,Petrol,145.0,54.3,1.0
 Focus,2018,11600,Manual,1630.0,Petrol,150.0,60.1,1.0
 S-MAX,2017,17700,Manual,23105.0,Diesel,150.0,56.5,2.0
 Fiesta,2018,13000,Manual,15405.0,Petrol,150.0,65.7,1.0
 Focus,2019,17000,Manual,11116.0,Petrol,145.0,58.9,1.0
 Kuga,2019,21000,Automatic,8897.0,Petrol,150.0,29.1,1.5
 Kuga,2014,9600,Manual,40608.0,Diesel,150.0,53.3,2.0
 Kuga,2017,15750,Manual,21878.0,Diesel,145.0,54.3,2.0
 Edge,2017,19750,Semi-Auto,35000.0,Diesel,150.0,47.9,2.0
 Fiesta,2014,7290,Manual,59989.0,Petrol,145.0,47.9,1.6
 Fiesta,2019,17500,Manual,3341.0,Petrol,145.0,60.1,1.0
 Focus,2019,17000,Automatic,7262.0,Diesel,145.0,54.3,1.5
 Focus,2016,9750,Manual,39236.0,Petrol,20.0,60.1,1.0
 Fiesta,2015,8800,Manual,28324.0,Petrol,0.0,65.7,1.0
 Focus,2015,9000,Semi-Auto,47354.0,Petrol,160.0,44.8,1.6
 C-MAX,2017,11000,Manual,14661.0,Petrol,160.0,44.1,1.6
 Fiesta,2017,10000,Manual,38386.0,Diesel,0.0,78.5,1.5
 EcoSport,2017,10500,Manual,17903.0,Petrol,125.0,53.3,1.0
 Ka+,2018,8500,Manual,3548.0,Petrol,145.0,57.7,1.2
 Fiesta,2018,10500,Manual,8234.0,Petrol,145.0,64.2,1.1
 Fiesta,2014,7200,Manual,37073.0,Petrol,30.0,54.3,1.2
 Fiesta,2014,6800,Manual,43612.0,Petrol,30.0,54.3,1.2
 Fiesta,2017,9500,Manual,13667.0,Petrol,150.0,54.3,1.2
 Kuga,2018,16000,Manual,12690.0,Diesel,150.0,54.3,1.5
 Fiesta,2013,6400,Manual,29708.0,Petrol,0.0,65.7,1.0
 Focus,2017,18499,Manual,19860.0,Petrol,145.0,41.5,2.0
 Fiesta,2015,7299,Manual,50405.0,Petrol,0.0,65.7,1.0
 KA,2016,5999,Manual,27703.0,Petrol,30.0,57.7,1.2
 Fiesta,2018,11299,Manual,22760.0,Petrol,145.0,65.7,1.0
 EcoSport,2017,8999,Manual,49200.0,Petrol,125.0,52.3,1.0
 EcoSport,2020,16299,Manual,1500.0,Petrol,145.0,53.3,1.0
 Focus,2020,18999,Manual,1900.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,12250,Manual,11350.0,Petrol,145.0,58.9,1.0
 Mondeo,2020,20000,Manual,15.0,Diesel,145.0,65.7,2.0
 Mondeo,2020,20000,Manual,16.0,Diesel,145.0,65.7,2.0
 Mondeo,2020,20000,Manual,7.0,Diesel,145.0,65.7,2.0
 Fiesta,2014,8750,Manual,25702.0,Petrol,0.0,65.7,1.0
 Mondeo,2019,19500,Manual,53.0,Diesel,145.0,65.7,2.0
 Mondeo,2019,19500,Manual,32.0,Diesel,145.0,65.7,2.0
 Fiesta,2017,9250,Manual,59578.0,Petrol,145.0,62.8,1.0
 Focus,2015,9000,Manual,56369.0,Diesel,0.0,74.3,1.5
 Kuga,2019,20000,Manual,8714.0,Diesel,145.0,54.3,1.5
 Kuga,2018,21000,Manual,1712.0,Diesel,145.0,54.3,1.5
 Focus,2018,16995,Manual,16250.0,Petrol,145.0,60.1,1.0
 Focus,2019,15295,Manual,7196.0,Petrol,145.0,58.9,1.0
 Fiesta,2016,9995,Manual,5804.0,Petrol,0.0,65.7,1.0
 Focus,2019,23495,Manual,9000.0,Petrol,145.0,34.5,2.3
 Focus,2018,13695,Manual,15930.0,Petrol,145.0,57.7,1.0
 Focus,2017,11295,Manual,15612.0,Petrol,145.0,60.1,1.0
 EcoSport,2018,14695,Manual,10996.0,Petrol,145.0,54.3,1.0
 EcoSport,2018,14295,Manual,17310.0,Petrol,145.0,54.3,1.0
 Fiesta,2016,10295,Manual,17659.0,Petrol,0.0,65.7,1.0
 Focus,2017,9695,Manual,35483.0,Petrol,20.0,60.1,1.0
 Grand C-MAX,2017,10995,Manual,14789.0,Diesel,30.0,64.2,1.5
 EcoSport,2016,9895,Semi-Auto,29985.0,Petrol,160.0,44.8,1.5
 Focus,2017,10995,Semi-Auto,27328.0,Petrol,125.0,51.4,1.0
 S-MAX,2015,10495,Manual,20682.0,Diesel,145.0,54.3,1.6
 Ka+,2018,8995,Manual,6314.0,Petrol,145.0,47.9,1.2
 Fiesta,2017,9000,Manual,21167.0,Petrol,150.0,64.2,1.1
 Ka+,2017,8500,Manual,8995.0,Petrol,150.0,57.7,1.2
 C-MAX,2017,11250,Manual,8832.0,Petrol,160.0,44.1,1.6
 Fiesta,2018,12500,Manual,4507.0,Petrol,145.0,65.7,1.0
 Mondeo,2020,21000,Manual,52.0,Diesel,145.0,62.8,2.0
 Focus,2018,12895,Manual,20830.0,Petrol,145.0,57.7,1.0
 Focus,2018,18495,Manual,16437.0,Petrol,145.0,41.5,2.0
 Fiesta,2016,7695,Manual,27136.0,Petrol,125.0,54.3,1.2
 Focus,2018,14995,Manual,8201.0,Petrol,150.0,58.9,1.0
 Kuga,2018,15795,Manual,17219.0,Diesel,150.0,60.1,2.0
 Fiesta,2016,10495,Manual,34610.0,Petrol,145.0,47.9,1.6
 Kuga,2016,14995,Manual,40136.0,Diesel,145.0,54.3,2.0
 Focus,2019,15795,Manual,8288.0,Petrol,145.0,58.9,1.0
 Fiesta,2018,14295,Manual,13880.0,Petrol,145.0,55.4,1.0
 Focus,2019,19499,Manual,9000.0,Diesel,145.0,74.3,1.5
 Fiesta,2018,10799,Manual,10800.0,Petrol,145.0,65.7,1.0
 Fiesta,2018,14499,Manual,6300.0,Petrol,145.0,55.4,1.0
 Fiesta,2019,15499,Automatic,3300.0,Petrol,145.0,48.7,1.0
 Fiesta,2019,15699,Manual,6000.0,Petrol,145.0,58.9,1.0
 Fiesta,2018,13999,Manual,13700.0,Petrol,145.0,58.9,1.0
 Fiesta,2018,15250,Automatic,16300.0,Petrol,145.0,54.3,1.0
 Focus,2018,15499,Manual,11000.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,12499,Manual,2650.0,Petrol,145.0,61.4,1.0
 C-MAX,2017,10995,Semi-Auto,9520.0,Diesel,20.0,64.2,1.5
 Focus,2018,15695,Manual,11326.0,Petrol,145.0,58.9,1.0
 Mondeo,2017,12995,Manual,36708.0,Diesel,145.0,64.2,2.0
 Fiesta,2018,12495,Manual,17672.0,Petrol,145.0,65.7,1.0
 Fiesta,2018,14795,Manual,7006.0,Petrol,145.0,55.4,1.0
 Fiesta,2018,11295,Manual,9708.0,Petrol,145.0,65.7,1.0
 Focus,2017,9995,Manual,30091.0,Diesel,145.0,74.3,1.5
 Focus,2017,10495,Manual,29620.0,Diesel,145.0,74.3,1.5
 S-MAX,2019,23995,Manual,10550.0,Diesel,145.0,56.5,2.0
 Focus,2019,17995,Manual,3250.0,Petrol,145.0,60.1,1.0
 Fiesta,2017,10295,Manual,25061.0,Petrol,145.0,65.7,1.0
 Edge,2018,26995,Automatic,8633.0,Diesel,145.0,47.9,2.0
 Fiesta,2018,11495,Manual,19583.0,Petrol,145.0,65.7,1.0
 Ka+,2017,7995,Manual,17697.0,Petrol,30.0,57.7,1.2
 C-MAX,2017,11495,Manual,26059.0,Petrol,30.0,55.4,1.0
 EcoSport,2018,14495,Manual,5100.0,Petrol,145.0,54.3,1.0
 Fiesta,2017,8995,Manual,11345.0,Petrol,145.0,65.7,1.0
 Fiesta,2018,10795,Manual,13535.0,Petrol,145.0,65.7,1.0
 Focus,2018,11295,Manual,13435.0,Petrol,145.0,60.1,1.0
 Focus,2018,14495,Manual,18406.0,Diesel,145.0,80.7,1.5
 Mondeo,2017,15995,Automatic,11905.0,Petrol,160.0,44.8,1.5
 Focus,2018,10295,Manual,33946.0,Petrol,145.0,60.1,1.0
 Kuga,2019,21600,Automatic,2492.0,Petrol,145.0,29.4,1.5
 Kuga,2018,19500,Manual,19562.0,Diesel,150.0,54.3,2.0
 Focus,2013,5991,Manual,52117.0,Petrol,30.0,56.5,1.0
 EcoSport,2017,8292,Manual,65480.0,Petrol,125.0,52.3,1.0
 Fiesta,2014,6990,Manual,35000.0,Petrol,0.0,65.7,1.0
 Fiesta,2013,6295,Manual,46797.0,Diesel,0.0,85.6,1.6
 Focus,2016,7995,Manual,51217.0,Diesel,0.0,74.3,1.5
 EcoSport,2019,15625,Semi-Auto,6797.0,Petrol,150.0,45.6,1.0
 Fiesta,2019,17500,Manual,7775.0,Petrol,150.0,40.3,1.5
 EcoSport,2019,16500,Manual,3052.0,Petrol,150.0,51.4,1.0
 Focus,2017,10000,Manual,24951.0,Diesel,150.0,74.3,1.5
 Fiesta,2016,7000,Manual,42300.0,Petrol,0.0,65.7,1.0
 Fiesta,2019,13900,Manual,11805.0,Petrol,150.0,55.4,1.0
 Fiesta,2018,9600,Manual,22167.0,Petrol,150.0,65.7,1.0
 Kuga,2018,20000,Semi-Auto,22327.0,Diesel,150.0,54.3,2.0
 Fiesta,2018,11500,Manual,11000.0,Petrol,150.0,65.7,1.0
 Fiesta,2019,12000,Manual,12201.0,Petrol,150.0,56.5,1.0
 Edge,2019,31995,Automatic,8772.0,Diesel,145.0,37.2,2.0
 Fiesta,2019,10295,Manual,16457.0,Petrol,145.0,55.4,1.1
 Tourneo Custom,2019,25995,Manual,9897.0,Diesel,145.0,30.1,2.0
 Fiesta,2013,7795,Manual,30641.0,Petrol,0.0,65.7,1.0
 EcoSport,2018,14495,Manual,6221.0,Petrol,145.0,54.3,1.0
 Fiesta,2019,13495,Manual,5338.0,Petrol,145.0,58.9,1.0
 Fiesta,2019,14995,Manual,9139.0,Petrol,145.0,58.9,1.0
 Focus,2015,9495,Manual,22439.0,Petrol,20.0,60.1,1.0
 C-MAX,2017,12495,Manual,11319.0,Petrol,145.0,55.4,1.0
 Kuga,2018,16495,Manual,30004.0,Diesel,145.0,60.1,2.0
 Fiesta,2017,12995,Manual,12499.0,Petrol,145.0,64.2,1.1
 EcoSport,2016,9495,Manual,19511.0,Petrol,125.0,53.3,1.0
 EcoSport,2017,7995,Manual,55946.0,Diesel,30.0,64.2,1.5
 Focus,2017,15800,Manual,38571.0,Diesel,150.0,67.3,2.0
 Fiesta,2020,15500,Manual,2462.0,Petrol,150.0,58.9,1.0
 Focus,2017,15750,Manual,36980.0,Petrol,150.0,41.5,2.0
 S-MAX,2017,15800,Manual,37500.0,Diesel,150.0,56.5,2.0
 Kuga,2015,10000,Manual,42602.0,Diesel,125.0,60.1,2.0
 Fiesta,2015,6498,Manual,30774.0,Petrol,30.0,54.3,1.2
 Focus,2013,5998,Manual,41035.0,Petrol,20.0,58.9,1.0
 EcoSport,2014,9000,Manual,10225.0,Petrol,125.0,53.3,1.0
 Focus,2017,12000,Semi-Auto,13756.0,Petrol,145.0,51.4,1.0
 Tourneo Custom,2017,20000,Manual,36000.0,Diesel,145.0,44.8,2.0
 B-MAX,2014,6799,Manual,33000.0,Diesel,20.0,70.6,1.6
 Fiesta,2017,8995,Manual,8761.0,Petrol,150.0,54.3,1.2
 C-MAX,2017,10565,Manual,6008.0,Diesel,20.0,68.9,1.5
 Focus,2017,10300,Manual,27871.0,Diesel,145.0,74.3,1.5
 Fiesta,2016,8900,Manual,13928.0,Petrol,0.0,65.7,1.0
 Kuga,2017,12250,Manual,46929.0,Diesel,30.0,64.2,1.5
 Kuga,2016,12800,Manual,24470.0,Diesel,150.0,54.3,2.0
 Fiesta,2015,7200,Manual,31691.0,Petrol,0.0,65.7,1.0
 Fiesta,2016,6500,Manual,41193.0,Petrol,125.0,54.3,1.2
 Focus,2017,10995,Manual,24006.0,Diesel,0.0,74.3,1.5
 Kuga,2019,23995,Manual,3268.0,Petrol,145.0,39.2,1.5
 Fiesta,2018,11495,Manual,14850.0,Petrol,145.0,65.7,1.0
 Fiesta,2019,16995,Manual,1958.0,Petrol,145.0,55.4,1.0
 Fiesta,2017,8595,Manual,17072.0,Petrol,145.0,65.7,1.0
 Focus,2016,8900,Manual,44876.0,Diesel,0.0,74.3,1.5
 Focus,2018,11750,Manual,19371.0,Petrol,150.0,60.1,1.0
 Fiesta,2019,14900,Manual,10971.0,Petrol,150.0,55.4,1.0
 Galaxy,2017,18250,Manual,39536.0,Diesel,125.0,56.5,2.0
 Fiesta,2019,14500,Manual,10603.0,Petrol,150.0,55.4,1.0
 EcoSport,2019,17600,Semi-Auto,2014.0,Petrol,145.0,45.6,1.0
 Fiesta,2017,9000,Manual,23804.0,Petrol,145.0,65.7,1.0
 Fiesta,2016,9995,Manual,28021.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,10795,Manual,18086.0,Petrol,145.0,65.7,1.0
 C-MAX,2017,11995,Manual,5111.0,Petrol,30.0,55.4,1.0
 Focus,2018,11495,Manual,10738.0,Petrol,145.0,61.4,1.0
 Focus,2018,14500,Manual,18771.0,Diesel,150.0,74.3,1.5
 Focus,2017,10995,Manual,22511.0,Petrol,145.0,60.1,1.0
 Focus,2015,8295,Manual,59451.0,Diesel,0.0,74.3,1.5
 Fiesta,2018,11495,Manual,10806.0,Petrol,145.0,65.7,1.0
 Focus,2017,11495,Manual,38517.0,Diesel,145.0,74.3,1.5
 Focus,2017,16795,Manual,20385.0,Diesel,145.0,67.3,2.0
 Kuga,2017,13900,Manual,39237.0,Diesel,125.0,60.1,2.0
 Kuga,2019,26000,Semi-Auto,3350.0,Diesel,145.0,42.2,2.0
 Focus,2016,10900,Automatic,33467.0,Petrol,145.0,46.3,1.5
 Focus,2018,11995,Manual,15984.0,Petrol,145.0,60.1,1.0
 Fiesta,2014,8495,Manual,25177.0,Petrol,0.0,65.7,1.0
 Fiesta,2015,7995,Manual,23050.0,Petrol,0.0,65.7,1.0
 Focus,2018,13295,Manual,7359.0,Petrol,145.0,57.7,1.0
 Focus,2018,17995,Manual,21443.0,Petrol,145.0,41.5,2.0
 C-MAX,2016,10295,Manual,29992.0,Petrol,30.0,55.4,1.0
 Focus,2017,11750,Manual,12200.0,Petrol,20.0,60.1,1.0
 Fiesta,2015,7984,Manual,13996.0,Petrol,125.0,54.3,1.2
 Fiesta,2016,9994,Manual,1599.0,Petrol,20.0,62.8,1.0
 Fiesta,2015,8997,Manual,26150.0,Petrol,0.0,65.7,1.0
 Focus,2013,6495,Manual,58110.0,Diesel,20.0,67.3,1.6
 Puma,2019,22000,Manual,578.0,Petrol,145.0,50.4,1.0
 Focus,2018,13900,Manual,16071.0,Petrol,145.0,57.7,1.0
 Fiesta,2017,10500,Manual,21002.0,Petrol,0.0,65.7,1.0
 Focus,2018,12500,Manual,12900.0,Petrol,145.0,61.4,1.0
 Mondeo,2019,19000,Manual,15.0,Diesel,145.0,65.7,2.0
 Focus,2018,15500,Manual,17210.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,12200,Manual,12202.0,Petrol,145.0,65.7,1.0
 EcoSport,2019,15000,Manual,9868.0,Petrol,145.0,53.3,1.0
 Fiesta,2015,8000,Manual,26323.0,Petrol,0.0,65.7,1.0
 Fiesta,2017,9500,Manual,10109.0,Petrol,150.0,64.2,1.1
 Kuga,2020,32000,Automatic,10.0,Hybrid,140.0,201.8,2.5
 Fiesta,2019,12700,Manual,8572.0,Diesel,145.0,58.9,1.5
 Ka+,2017,7100,Manual,18681.0,Petrol,30.0,57.7,1.2
 Fiesta,2018,11000,Manual,20816.0,Diesel,145.0,88.3,1.5
 EcoSport,2016,9300,Manual,14282.0,Diesel,30.0,64.2,1.5
 Focus,2016,8440,Manual,53530.0,Diesel,0.0,74.3,1.5
 Focus,2019,16107,Automatic,2750.0,Petrol,150.0,51.4,1.0
 Fiesta,2018,11200,Manual,18600.0,Petrol,145.0,56.5,1.0
 Focus,2016,9640,Manual,24920.0,Diesel,0.0,74.3,1.5
 Fiesta,2018,10390,Manual,34240.0,Petrol,145.0,56.5,1.0
 Fiesta,2015,8295,Manual,12647.0,Petrol,0.0,65.7,1.0
 Focus,2017,10995,Manual,27889.0,Petrol,20.0,60.1,1.0
 Focus,2013,11990,Manual,47729.0,Petrol,235.0,39.2,2.0
 Tourneo Connect,2016,11995,Manual,21026.0,Diesel,30.0,64.2,1.5
 Fiesta,2018,10900,Manual,17637.0,Petrol,145.0,64.2,1.1
 Focus,2019,16800,Manual,12750.0,Diesel,145.0,74.3,1.5
 Fiesta,2019,14500,Manual,10790.0,Petrol,145.0,58.9,1.0
 Focus,2019,16700,Manual,14310.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,11500,Manual,32023.0,Petrol,145.0,65.7,1.0
 Focus,2020,22000,Manual,50.0,Petrol,145.0,48.7,1.0
 Fiesta,2020,17500,Manual,20.0,Petrol,145.0,58.9,1.0
 Fiesta,2018,10700,Manual,7579.0,Petrol,145.0,64.2,1.1
 Focus,2018,18700,Manual,16952.0,Diesel,145.0,67.3,2.0
 Fiesta,2018,11900,Manual,26873.0,Petrol,145.0,65.7,1.0
 Focus,2017,11000,Manual,24220.0,Petrol,145.0,60.1,1.0
 Fiesta,2016,8262,Manual,31003.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,10600,Manual,21300.0,Petrol,145.0,56.5,1.0
 Focus,2019,15240,Manual,13206.0,Diesel,150.0,80.7,1.5
 Focus,2018,13610,Manual,10490.0,Petrol,150.0,58.9,1.0
 Grand Tourneo Connect,2016,12260,Automatic,45670.0,Diesel,125.0,56.6,1.5
 Mondeo,2017,9550,Manual,73614.0,Diesel,150.0,65.7,2.0
 Fiesta,2018,10600,Manual,27401.0,Petrol,150.0,56.5,1.0
 Fiesta,2014,6500,Manual,32930.0,Petrol,30.0,54.3,1.2
 Focus,2014,7038,Manual,57960.0,Diesel,125.0,57.7,2.0
 Fiesta,2017,11000,Semi-Auto,13305.0,Petrol,150.0,57.7,1.0
 Fiesta,2014,9200,Manual,13462.0,Petrol,0.0,65.7,1.0
 Kuga,2019,20000,Manual,6329.0,Petrol,150.0,35.3,1.5
 Fiesta,2018,12000,Manual,15011.0,Petrol,150.0,58.9,1.0
 Fiesta,2019,15000,Manual,5323.0,Petrol,150.0,58.9,1.0
 Fiesta,2019,15250,Semi-Auto,15695.0,Petrol,150.0,48.7,1.0
 Focus,2014,6500,Manual,45073.0,Petrol,20.0,58.9,1.0
 Puma,2019,20000,Manual,470.0,Petrol,145.0,51.4,1.0
 Puma,2019,20000,Manual,1085.0,Petrol,145.0,51.4,1.0
 Fiesta,2015,7250,Manual,36620.0,Petrol,0.0,65.7,1.0
 Focus,2014,6926,Manual,40360.0,Petrol,20.0,58.9,1.0
 C-MAX,2016,10657,Automatic,4930.0,Diesel,20.0,64.2,1.5
 Kuga,2017,14980,Manual,14590.0,Diesel,145.0,60.1,2.0
 Fiesta,2015,8109,Manual,23980.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,9990,Manual,40220.0,Petrol,145.0,56.5,1.0
 Focus,2016,10600,Manual,22430.0,Petrol,20.0,60.1,1.0
 Fiesta,2015,7100,Manual,22980.0,Petrol,0.0,65.7,1.0
 Focus,2017,10990,Manual,17980.0,Diesel,145.0,74.3,1.5
 Fiesta,2014,6722,Manual,64430.0,Petrol,0.0,65.7,1.0
 Focus,2019,19500,Manual,1059.0,Petrol,145.0,49.6,1.0
 Focus,2017,10680,Manual,22040.0,Diesel,145.0,74.3,1.5
 Fiesta,2018,11500,Manual,10980.0,Petrol,145.0,56.5,1.0
 Focus,2018,13595,Manual,6380.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,10600,Manual,27380.0,Petrol,145.0,56.5,1.0
 Fiesta,2017,9700,Manual,23830.0,Petrol,145.0,65.7,1.0
 B-MAX,2016,9600,Semi-Auto,8690.0,Petrol,160.0,44.1,1.6
 KA,2014,4340,Manual,40770.0,Petrol,30.0,57.7,1.2
 Fiesta,2017,9660,Manual,21430.0,Petrol,0.0,65.7,1.0
 Fiesta,2017,8800,Manual,11360.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,10160,Manual,9440.0,Petrol,145.0,65.7,1.0
 B-MAX,2016,6590,Manual,57090.0,Diesel,20.0,70.6,1.6
 Fiesta,2014,6200,Manual,37960.0,Petrol,30.0,54.3,1.2
 Focus,2016,8620,Manual,42610.0,Diesel,0.0,74.3,1.5
 Focus,2017,10400,Manual,21060.0,Diesel,0.0,74.3,1.5
 Focus,2016,8700,Manual,40580.0,Diesel,0.0,74.3,1.5
 Fiesta,2017,11110,Manual,24480.0,Petrol,145.0,47.9,1.6
 Fiesta,2017,9390,Manual,25710.0,Petrol,20.0,62.8,1.0
 Fiesta,2015,8130,Manual,30610.0,Petrol,0.0,65.7,1.0
 Fiesta,2015,6970,Manual,54790.0,Diesel,0.0,88.3,1.5
 EcoSport,2019,16497,Semi-Auto,8420.0,Petrol,145.0,44.1,1.0
 Fiesta,2015,6950,Manual,20060.0,Petrol,125.0,54.3,1.2
 Fiesta,2017,11440,Semi-Auto,5890.0,Petrol,145.0,54.3,1.0
 Focus,2016,8125,Manual,46480.0,Petrol,20.0,61.4,1.0
 Fiesta,2018,9700,Manual,20800.0,Petrol,145.0,58.9,1.0
 Fiesta,2018,9700,Manual,25460.0,Petrol,145.0,58.9,1.0
 Fiesta,2018,10360,Manual,22620.0,Petrol,145.0,65.7,1.0
 Fiesta,2018,9990,Manual,26610.0,Petrol,145.0,58.9,1.0
 Fiesta,2018,10100,Manual,26830.0,Petrol,145.0,65.7,1.0
 Focus,2013,6191,Manual,78290.0,Diesel,20.0,67.3,1.6
 Fiesta,2017,8290,Manual,26030.0,Diesel,145.0,78.5,1.5
 Focus,2017,11495,Manual,16700.0,Petrol,145.0,60.1,1.0
 Kuga,2019,20995,Manual,12000.0,Diesel,145.0,39.2,2.0
 Ka+,2017,7595,Manual,9714.0,Petrol,30.0,57.7,1.2
 Fiesta,2018,9695,Manual,15500.0,Petrol,145.0,65.7,1.0
 Ka+,2018,6950,Manual,27760.0,Petrol,145.0,57.7,1.2
 Focus,2017,11000,Manual,27980.0,Diesel,145.0,74.3,1.5
 Focus,2017,9750,Manual,22850.0,Petrol,145.0,61.4,1.0
 Fiesta,2016,7300,Manual,15700.0,Petrol,125.0,54.3,1.2
 Fiesta,2016,6630,Manual,58740.0,Petrol,0.0,65.7,1.0
 Kuga,2019,19500,Manual,1428.0,Diesel,145.0,54.3,1.5
 Galaxy,2016,22000,Automatic,40874.0,Petrol,260.0,35.8,2.0
 Fiesta,2018,12000,Semi-Auto,1786.0,Petrol,145.0,50.4,1.0
 Grand Tourneo Connect,2017,12750,Manual,14825.0,Diesel,125.0,61.4,1.5
 Fiesta,2019,11500,Manual,16302.0,Diesel,145.0,55.4,1.5
 Kuga,2018,17500,Manual,12125.0,Diesel,145.0,54.3,1.5
 Grand C-MAX,2016,10000,Manual,11969.0,Diesel,30.0,64.2,1.5
 S-MAX,2017,19250,Automatic,32805.0,Petrol,260.0,35.8,2.0
 Focus,2017,10500,Manual,21967.0,Petrol,20.0,60.1,1.0
 Focus,2017,13500,Semi-Auto,8863.0,Petrol,125.0,51.4,1.0
 Fiesta,2016,7550,Manual,45000.0,Diesel,0.0,78.5,1.5
 Fiesta,2018,11500,Manual,13340.0,Petrol,145.0,56.5,1.0
 Fiesta,2018,10600,Manual,23050.0,Petrol,145.0,56.5,1.0
 Fiesta,2018,10600,Manual,20830.0,Petrol,145.0,56.5,1.0
 Fiesta,2018,11200,Manual,16960.0,Petrol,145.0,56.5,1.0
 Focus,2018,12550,Manual,28230.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,10600,Manual,22200.0,Petrol,145.0,56.5,1.0
 Fiesta,2018,11500,Manual,11680.0,Petrol,145.0,56.5,1.0
 Fiesta,2018,11500,Manual,13480.0,Petrol,145.0,56.5,1.0
 Ka+,2018,8995,Manual,6000.0,Petrol,145.0,47.9,1.2
 Fiesta,2017,8730,Manual,18041.0,Petrol,145.0,54.3,1.2
 Fiesta,2016,7490,Manual,16826.0,Petrol,125.0,54.3,1.2
 Focus,2018,13300,Manual,7871.0,Petrol,145.0,57.7,1.0
 S-MAX,2017,20495,Manual,30478.0,Diesel,145.0,56.5,2.0
 Focus,2015,10495,Semi-Auto,18230.0,Diesel,20.0,67.3,1.5
 Fiesta,2015,9995,Manual,14500.0,Petrol,0.0,65.7,1.0
 Focus,2016,8995,Manual,37000.0,Diesel,0.0,74.3,1.5
 Fiesta,2019,15995,Manual,4000.0,Petrol,145.0,55.4,1.0
 Kuga,2017,13995,Manual,30000.0,Diesel,150.0,60.1,2.0
 Focus,2018,11100,Manual,19841.0,Petrol,145.0,60.1,1.0
 Tourneo Custom,2016,22495,Manual,31250.0,Diesel,240.0,44.1,2.0
 Kuga,2017,19995,Semi-Auto,24458.0,Diesel,145.0,54.3,2.0
 C-MAX,2015,7500,Manual,37946.0,Diesel,20.0,68.9,1.5
 Kuga,2017,15999,Automatic,11560.0,Petrol,145.0,38.2,1.5
 C-MAX,2013,5995,Manual,66936.0,Diesel,30.0,62.8,1.6
 Focus,2016,9280,Semi-Auto,12500.0,Petrol,125.0,51.4,1.0
 Kuga,2018,13500,Semi-Auto,49835.0,Diesel,150.0,54.3,2.0
 Fiesta,2019,14995,Manual,15.0,Petrol,150.0,58.9,1.0
 Focus,2019,14995,Manual,19721.0,Petrol,145.0,60.1,1.0
 Fiesta,2018,10600,Manual,21090.0,Petrol,145.0,56.5,1.0
 Fiesta,2018,10695,Manual,10000.0,Petrol,145.0,65.7,1.0
 Focus,2014,7495,Manual,25750.0,Petrol,20.0,60.1,1.0
 Fiesta,2018,10995,Manual,9000.0,Petrol,145.0,65.7,1.0
 Fiesta,2016,8995,Manual,30000.0,Petrol,0.0,65.7,1.0
 Fiesta,2018,11295,Manual,15000.0,Petrol,145.0,65.7,1.0
